gene_id	gene_name
ENSG00000134201	GSTM5
ENSG00000142634	EFHD2
ENSG00000111335	OAS2
ENSG00000168259	DNAJC7
ENSG00000119042	SATB2
ENSG00000147536	GINS4
ENSG00000185187	SIGIRR
ENSG00000100351	GRAP2
ENSG00000135898	GPR55
ENSG00000134242	PTPN22
ENSG00000147257	GPC3
ENSG00000136205	TNS3
ENSG00000135569	TAAR5
ENSG00000233136	USP17L11
ENSG00000187091	PLCD1
ENSG00000127054	INTS11
ENSG00000013374	NUB1
ENSG00000113302	IL12B
ENSG00000205667	ARSH
ENSG00000085999	RAD54L
ENSG00000176095	IP6K1
ENSG00000132855	ANGPTL3
ENSG00000136279	DBNL
ENSG00000197296	FITM2
ENSG00000132744	ACY3
ENSG00000184351	KRTAP19-1
ENSG00000102021	LUZP4
ENSG00000141040	ZNF287
ENSG00000140297	GCNT3
ENSG00000179526	SHARPIN
ENSG00000125851	PCSK2
ENSG00000187122	SLIT1
ENSG00000161217	PCYT1A
ENSG00000101367	MAPRE1
ENSG00000187240	DYNC2H1
ENSG00000154269	ENPP3
ENSG00000205981	DNAJC19
ENSG00000130540	SULT4A1
ENSG00000172115	CYCS
ENSG00000167769	ACER1
ENSG00000186205	MTARC1
ENSG00000174516	PELI3
ENSG00000157103	SLC6A1
ENSG00000151224	MAT1A
ENSG00000126259	KIRREL2
ENSG00000056558	TRAF1
ENSG00000168275	COA6
ENSG00000067704	IARS2
ENSG00000173588	CEP83
ENSG00000162975	KCNF1
ENSG00000174738	NR1D2
ENSG00000170310	STX8
ENSG00000183207	RUVBL2
ENSG00000160214	RRP1
ENSG00000197084	LCE1C
ENSG00000196419	XRCC6
ENSG00000165699	TSC1
ENSG00000099381	SETD1A
ENSG00000108651	UTP6
ENSG00000276231	PIK3R6
ENSG00000164347	GFM2
ENSG00000163629	PTPN13
ENSG00000256436	TAS2R31
ENSG00000213722	DDAH2
ENSG00000135631	RAB11FIP5
ENSG00000170848	PSG6
ENSG00000185432	METTL7A
ENSG00000133710	SPINK5
ENSG00000196305	IARS1
ENSG00000135900	MRPL44
ENSG00000087157	PGS1
ENSG00000011201	ANOS1
ENSG00000177666	PNPLA2
ENSG00000170523	KRT83
ENSG00000126215	XRCC3
ENSG00000130332	LSM7
ENSG00000137812	KNL1
ENSG00000136280	CCM2
ENSG00000130826	DKC1
ENSG00000204308	RNF5
ENSG00000075711	DLG1
ENSG00000161653	NAGS
ENSG00000049540	ELN
ENSG00000165175	MID1IP1
ENSG00000130052	STARD8
ENSG00000168828	OR13J1
ENSG00000243135	UGT1A3
ENSG00000047457	CP
ENSG00000255398	HCAR3
ENSG00000183091	NEB
ENSG00000221852	KRTAP1-5
ENSG00000139436	GIT2
ENSG00000176108	CHMP6
ENSG00000164176	EDIL3
ENSG00000177600	RPLP2
ENSG00000112339	HBS1L
ENSG00000142544	CTU1
ENSG00000275074	NUDT18
ENSG00000172146	OR1A1
ENSG00000134443	GRP
ENSG00000149262	INTS4
ENSG00000071054	MAP4K4
ENSG00000100201	DDX17
ENSG00000107187	LHX3
ENSG00000006611	USH1C
ENSG00000221914	PPP2R2A
ENSG00000170144	HNRNPA3
ENSG00000231051	USP17L28
ENSG00000104643	MTMR9
ENSG00000204548	DEFB121
ENSG00000065183	WDR3
ENSG00000198053	SIRPA
ENSG00000079950	STX7
ENSG00000151365	THRSP
ENSG00000196172	ZNF681
ENSG00000172289	OR10V1
ENSG00000111321	LTBR
ENSG00000125266	EFNB2
ENSG00000113361	CDH6
ENSG00000136696	IL36B
ENSG00000204920	ZNF155
ENSG00000099992	TBC1D10A
ENSG00000149480	MTA2
ENSG00000101901	ALG13
ENSG00000052344	PRSS8
ENSG00000130779	CLIP1
ENSG00000091972	CD200
ENSG00000145526	CDH18
ENSG00000112130	RNF8
ENSG00000008517	IL32
ENSG00000272333	KMT2B
ENSG00000167272	POP5
ENSG00000244734	HBB
ENSG00000013573	DDX11
ENSG00000169299	PGM2
ENSG00000196967	ZNF585A
ENSG00000119401	TRIM32
ENSG00000161526	SAP30BP
ENSG00000234444	ZNF736
ENSG00000171475	WIPF2
ENSG00000006283	CACNA1G
ENSG00000105699	LSR
ENSG00000103544	VPS35L
ENSG00000257923	CUX1
ENSG00000100228	RAB36
ENSG00000163399	ATP1A1
ENSG00000172457	OR9G4
ENSG00000111432	FZD10
ENSG00000117600	PLPPR4
ENSG00000183269	OR52E8
ENSG00000132541	RIDA
ENSG00000128242	GAL3ST1
ENSG00000177156	TALDO1
ENSG00000183303	OR5P2
ENSG00000204256	BRD2
ENSG00000162753	SLC9C2
ENSG00000089199	CHGB
ENSG00000102805	CLN5
ENSG00000154310	TNIK
ENSG00000136518	ACTL6A
ENSG00000114388	NPRL2
ENSG00000064726	BTBD1
ENSG00000172974	VDAC2P5
ENSG00000162368	CMPK1
ENSG00000142192	APP
ENSG00000183092	BEGAIN
ENSG00000198670	LPA
ENSG00000138109	CYP2C9
ENSG00000246705	H2AJ
ENSG00000151239	TWF1
ENSG00000186090	HTR3D
ENSG00000121851	POLR3GL
ENSG00000027869	SH2D2A
ENSG00000198216	CACNA1E
ENSG00000174483	BBS1
ENSG00000174502	SLC26A9
ENSG00000116761	CTH
ENSG00000134001	EIF2S1
ENSG00000116288	PARK7
ENSG00000011007	ELOA
ENSG00000135655	USP15
ENSG00000091651	ORC6
ENSG00000047365	ARAP2
ENSG00000072832	CRMP1
ENSG00000041982	TNC
ENSG00000198171	DDRGK1
ENSG00000186009	ATP4B
ENSG00000124233	SEMG1
ENSG00000124459	ZNF45
ENSG00000183578	TNFAIP8L3
ENSG00000149948	HMGA2
ENSG00000105186	ANKRD27
ENSG00000120889	TNFRSF10B
ENSG00000133318	RTN3
ENSG00000136935	GOLGA1
ENSG00000198722	UNC13B
ENSG00000148516	ZEB1
ENSG00000124003	MOGAT1
ENSG00000163501	IHH
ENSG00000218823	PAPOLB
ENSG00000111581	NUP107
ENSG00000104147	OIP5
ENSG00000111319	SCNN1A
ENSG00000141873	SLC39A3
ENSG00000134852	CLOCK
ENSG00000096060	FKBP5
ENSG00000143537	ADAM15
ENSG00000165091	TMC1
ENSG00000072958	AP1M1
ENSG00000187147	RNF220
ENSG00000221866	PLXNA4
ENSG00000153944	MSI2
ENSG00000169427	KCNK9
ENSG00000148680	HTR7
ENSG00000139370	SLC15A4
ENSG00000232948	DEFB130A
ENSG00000257949	TEN1
ENSG00000197888	UGT2B17
ENSG00000198707	CEP290
ENSG00000169019	COMMD8
ENSG00000088179	PTPN4
ENSG00000009765	IYD
ENSG00000180644	PRF1
ENSG00000179085	DPM3
ENSG00000162493	PDPN
ENSG00000163464	CXCR1
ENSG00000042088	TDP1
ENSG00000058056	USP13
ENSG00000108839	ALOX12
ENSG00000109606	DHX15
ENSG00000116120	FARSB
ENSG00000164398	ACSL6
ENSG00000136997	MYC
ENSG00000056291	NPFFR2
ENSG00000116815	CD58
ENSG00000132600	PRMT7
ENSG00000112304	ACOT13
ENSG00000178922	HYI
ENSG00000135622	SEMA4F
ENSG00000108395	TRIM37
ENSG00000123569	H2BW1
ENSG00000132463	GRSF1
ENSG00000144959	NCEH1
ENSG00000198756	COLGALT2
ENSG00000198742	SMURF1
ENSG00000130726	TRIM28
ENSG00000102010	BMX
ENSG00000172890	NADSYN1
ENSG00000108578	BLMH
ENSG00000070495	JMJD6
ENSG00000111725	PRKAB1
ENSG00000064393	HIPK2
ENSG00000162438	CTRC
ENSG00000149925	ALDOA
ENSG00000038295	TLL1
ENSG00000106302	HYAL4
ENSG00000092929	UNC13D
ENSG00000040487	SLC66A1
ENSG00000163535	SGO2
ENSG00000134308	YWHAQ
ENSG00000132326	PER2
ENSG00000213999	MEF2B
ENSG00000137513	NARS2
ENSG00000176732	PFN4
ENSG00000145425	RPS3A
ENSG00000204599	TRIM39
ENSG00000117643	MAN1C1
ENSG00000071242	RPS6KA2
ENSG00000173171	MTX1
ENSG00000125826	RBCK1
ENSG00000198382	UVRAG
ENSG00000011376	LARS2
ENSG00000278030	TRBV7-9
ENSG00000037897	METTL1
ENSG00000002549	LAP3
ENSG00000054179	ENTPD2
ENSG00000091129	NRCAM
ENSG00000197905	TEAD4
ENSG00000134216	CHIA
ENSG00000250722	SELENOP
ENSG00000147400	CETN2
ENSG00000181625	SLX1B
ENSG00000140873	ADAMTS18
ENSG00000105550	FGF21
ENSG00000165695	AK8
ENSG00000154438	ASZ1
ENSG00000073734	ABCB11
ENSG00000242372	EIF6
ENSG00000110811	P3H3
ENSG00000182901	RGS7
ENSG00000088833	NSFL1C
ENSG00000214026	MRPL23
ENSG00000171132	PRKCE
ENSG00000139132	FGD4
ENSG00000163590	PPM1L
ENSG00000196240	OR2T2
ENSG00000137547	MRPL15
ENSG00000162735	PEX19
ENSG00000155313	USP25
ENSG00000108106	UBE2S
ENSG00000162511	LAPTM5
ENSG00000212127	TAS2R14
ENSG00000140557	ST8SIA2
ENSG00000092621	PHGDH
ENSG00000185101	ANO9
ENSG00000146233	CYP39A1
ENSG00000107099	DOCK8
ENSG00000162594	IL23R
ENSG00000170855	TRIAP1
ENSG00000198648	STK39
ENSG00000169118	CSNK1G1
ENSG00000103569	AQP9
ENSG00000164163	ABCE1
ENSG00000167513	CDT1
ENSG00000164175	SLC45A2
ENSG00000177425	PAWR
ENSG00000159063	ALG8
ENSG00000122012	SV2C
ENSG00000172315	TP53RK
ENSG00000197372	ZNF675
ENSG00000078269	SYNJ2
ENSG00000120063	GNA13
ENSG00000205542	TMSB4X
ENSG00000105520	PLPPR2
ENSG00000167642	SPINT2
ENSG00000180340	FZD2
ENSG00000100170	SLC5A1
ENSG00000143321	HDGF
ENSG00000048462	TNFRSF17
ENSG00000162813	BPNT1
ENSG00000131196	NFATC1
ENSG00000167578	RAB4B
ENSG00000119414	PPP6C
ENSG00000182687	GALR2
ENSG00000181481	RNF135
ENSG00000140474	ULK3
ENSG00000165409	TSHR
ENSG00000103051	COG4
ENSG00000109618	SEPSECS
ENSG00000103449	SALL1
ENSG00000166908	PIP4K2C
ENSG00000169756	LIMS1
ENSG00000197044	ZNF441
ENSG00000133216	EPHB2
ENSG00000112486	CCR6
ENSG00000148935	GAS2
ENSG00000135905	DOCK10
ENSG00000172464	OR5AP2
ENSG00000141096	DPEP3
ENSG00000131016	AKAP12
ENSG00000129467	ADCY4
ENSG00000156011	PSD3
ENSG00000103056	SMPD3
ENSG00000130222	GADD45G
ENSG00000035499	DEPDC1B
ENSG00000115760	BIRC6
ENSG00000167355	OR51B5
ENSG00000102910	LONP2
ENSG00000279116	OR8D2
ENSG00000175206	NPPA
ENSG00000183735	TBK1
ENSG00000136160	EDNRB
ENSG00000064313	TAF2
ENSG00000088038	CNOT3
ENSG00000171772	SYCE1
ENSG00000167900	TK1
ENSG00000117475	BLZF1
ENSG00000108387	SEPTIN4
ENSG00000123612	ACVR1C
ENSG00000176198	OR11H4
ENSG00000177842	ZNF620
ENSG00000146374	RSPO3
ENSG00000163923	RPL39L
ENSG00000182752	PAPPA
ENSG00000113971	NPHP3
ENSG00000109572	CLCN3
ENSG00000214413	BBIP1
ENSG00000091138	SLC26A3
ENSG00000133703	KRAS
ENSG00000166033	HTRA1
ENSG00000180113	TDRD6
ENSG00000142449	FBN3
ENSG00000120937	NPPB
ENSG00000102245	CD40LG
ENSG00000115977	AAK1
ENSG00000130304	SLC27A1
ENSG00000148396	SEC16A
ENSG00000132275	RRP8
ENSG00000125170	DOK4
ENSG00000169174	PCSK9
ENSG00000121897	LIAS
ENSG00000162738	VANGL2
ENSG00000197437	OR13G1
ENSG00000116745	RPE65
ENSG00000197008	ZNF138
ENSG00000169208	OR10G3
ENSG00000160862	AZGP1
ENSG00000203791	EEF1AKMT2
ENSG00000197345	MRPL21
ENSG00000196092	PAX5
ENSG00000127947	PTPN12
ENSG00000187513	GJA4
ENSG00000168040	FADD
ENSG00000162572	SCNN1D
ENSG00000160439	RDH13
ENSG00000148384	INPP5E
ENSG00000196156	KRTAP4-3
ENSG00000164611	PTTG1
ENSG00000162692	VCAM1
ENSG00000198899	MT-ATP6
ENSG00000111962	UST
ENSG00000106633	GCK
ENSG00000120254	MTHFD1L
ENSG00000120708	TGFBI
ENSG00000204611	ZNF616
ENSG00000176894	PXMP2
ENSG00000170465	KRT6C
ENSG00000049192	ADAMTS6
ENSG00000122566	HNRNPA2B1
ENSG00000114331	ACAP2
ENSG00000182168	UNC5C
ENSG00000159885	ZNF222
ENSG00000164305	CASP3
ENSG00000110042	DTX4
ENSG00000012174	MBTPS2
ENSG00000197208	SLC22A4
ENSG00000183134	PTGDR2
ENSG00000104976	SNAPC2
ENSG00000158296	SLC13A3
ENSG00000170128	GPR25
ENSG00000227057	WDR46
ENSG00000159267	HLCS
ENSG00000163913	IFT122
ENSG00000166035	LIPC
ENSG00000115966	ATF2
ENSG00000163815	CLEC3B
ENSG00000170242	USP47
ENSG00000125703	ATG4C
ENSG00000159164	SV2A
ENSG00000137204	SLC22A7
ENSG00000122033	MTIF3
ENSG00000103197	TSC2
ENSG00000154380	ENAH
ENSG00000134057	CCNB1
ENSG00000132323	ILKAP
ENSG00000198033	TUBA3C
ENSG00000183850	ZNF730
ENSG00000157881	PANK4
ENSG00000101558	VAPA
ENSG00000111885	MAN1A1
ENSG00000167748	KLK1
ENSG00000109083	IFT20
ENSG00000104140	RHOV
ENSG00000066032	CTNNA2
ENSG00000186185	KIF18B
ENSG00000018408	WWTR1
ENSG00000163751	CPA3
ENSG00000248144	ADH1C
ENSG00000132530	XAF1
ENSG00000149474	KAT14
ENSG00000175591	P2RY2
ENSG00000118898	PPL
ENSG00000172640	OR10AD1
ENSG00000153130	SCOC
ENSG00000181693	OR8H1
ENSG00000163125	RPRD2
ENSG00000165322	ARHGAP12
ENSG00000174130	TLR6
ENSG00000113300	CNOT6
ENSG00000171126	KCNG3
ENSG00000072952	IRAG1
ENSG00000079739	PGM1
ENSG00000167772	ANGPTL4
ENSG00000161904	LEMD2
ENSG00000140299	BNIP2
ENSG00000175619	OR4B1
ENSG00000097021	ACOT7
ENSG00000187527	ATP13A5
ENSG00000108242	CYP2C18
ENSG00000197713	RPE
ENSG00000112742	TTK
ENSG00000072041	SLC6A15
ENSG00000211973	IGHV1-69
ENSG00000100902	PSMA6
ENSG00000110931	CAMKK2
ENSG00000109956	B3GAT1
ENSG00000204571	KRTAP5-11
ENSG00000104044	OCA2
ENSG00000103024	NME3
ENSG00000136688	IL36G
ENSG00000163877	SNIP1
ENSG00000166226	CCT2
ENSG00000019549	SNAI2
ENSG00000221855	TAS2R41
ENSG00000160209	PDXK
ENSG00000185899	TAS2R60
ENSG00000124181	PLCG1
ENSG00000111536	IL26
ENSG00000118518	RNF146
ENSG00000135503	ACVR1B
ENSG00000164692	COL1A2
ENSG00000009830	POMT2
ENSG00000121892	PDS5A
ENSG00000182742	HOXB4
ENSG00000105821	DNAJC2
ENSG00000248920	USP17L19
ENSG00000046651	OFD1
ENSG00000178700	DHFR2
ENSG00000051180	RAD51
ENSG00000127337	YEATS4
ENSG00000136875	PRPF4
ENSG00000163344	PMVK
ENSG00000166363	OR10A5
ENSG00000182979	MTA1
ENSG00000168398	BDKRB2
ENSG00000099958	DERL3
ENSG00000116717	GADD45A
ENSG00000168621	GDNF
ENSG00000116406	EDEM3
ENSG00000146592	CREB5
ENSG00000139151	PLCZ1
ENSG00000100365	NCF4
ENSG00000196890	H2BU1
ENSG00000136152	COG3
ENSG00000099804	CDC34
ENSG00000133794	ARNTL
ENSG00000086548	CEACAM6
ENSG00000138614	INTS14
ENSG00000167393	PPP2R3B
ENSG00000200795	RNU4-1
ENSG00000124587	PEX6
ENSG00000221836	OR2A5
ENSG00000159184	HOXB13
ENSG00000197343	ZNF655
ENSG00000133107	TRPC4
ENSG00000131269	ABCB7
ENSG00000161888	SPC24
ENSG00000160951	PTGER1
ENSG00000170890	PLA2G1B
ENSG00000136560	TANK
ENSG00000166295	ANAPC16
ENSG00000117308	GALE
ENSG00000165240	ATP7A
ENSG00000163811	WDR43
ENSG00000175166	PSMD2
ENSG00000179562	GCC1
ENSG00000277745	H2AB3
ENSG00000128052	KDR
ENSG00000100442	FKBP3
ENSG00000018510	AGPS
ENSG00000106648	GALNTL5
ENSG00000263761	GDF2
ENSG00000107404	DVL1
ENSG00000273079	GRIN2B
ENSG00000129988	LBP
ENSG00000114354	TFG
ENSG00000188324	OR6C6
ENSG00000171466	ZNF562
ENSG00000101343	CRNKL1
ENSG00000109911	ELP4
ENSG00000197921	HES5
ENSG00000180988	OR52N2
ENSG00000102786	INTS6
ENSG00000139133	ALG10
ENSG00000117143	UAP1
ENSG00000166670	MMP10
ENSG00000156804	FBXO32
ENSG00000089818	NECAP1
ENSG00000183862	CNGA2
ENSG00000065989	PDE4A
ENSG00000156256	USP16
ENSG00000146063	TRIM41
ENSG00000127837	AAMP
ENSG00000107872	FBXL15
ENSG00000137672	TRPC6
ENSG00000164548	TRA2A
ENSG00000115267	IFIH1
ENSG00000127914	AKAP9
ENSG00000145241	CENPC
ENSG00000115652	UXS1
ENSG00000069188	SDK2
ENSG00000160201	U2AF1
ENSG00000181666	ZNF875
ENSG00000186810	CXCR3
ENSG00000196961	AP2A1
ENSG00000110436	SLC1A2
ENSG00000212722	KRTAP4-9
ENSG00000196091	MYBPC1
ENSG00000197714	ZNF460
ENSG00000259823	LYPD8
ENSG00000029559	IBSP
ENSG00000004478	FKBP4
ENSG00000158486	DNAH3
ENSG00000198677	TTC37
ENSG00000154611	PSMA8
ENSG00000123064	DDX54
ENSG00000085382	HACE1
ENSG00000141665	FBXO15
ENSG00000182149	IST1
ENSG00000172461	FUT9
ENSG00000131409	LRRC4B
ENSG00000137133	HINT2
ENSG00000108854	SMURF2
ENSG00000144580	CNOT9
ENSG00000011677	GABRA3
ENSG00000161509	GRIN2C
ENSG00000197043	ANXA6
ENSG00000255012	OR5M1
ENSG00000100109	TFIP11
ENSG00000064601	CTSA
ENSG00000169750	RAC3
ENSG00000126785	RHOJ
ENSG00000149532	CPSF7
ENSG00000130520	LSM4
ENSG00000151689	INPP1
ENSG00000144401	METTL21A
ENSG00000196866	H2AC7
ENSG00000120057	SFRP5
ENSG00000143549	TPM3
ENSG00000177700	POLR2L
ENSG00000149311	ATM
ENSG00000085871	MGST2
ENSG00000052802	MSMO1
ENSG00000113231	PDE8B
ENSG00000165810	BTNL9
ENSG00000185940	KRTAP5-5
ENSG00000177000	MTHFR
ENSG00000147465	STAR
ENSG00000109670	FBXW7
ENSG00000086544	ITPKC
ENSG00000196218	RYR1
ENSG00000095303	PTGS1
ENSG00000099822	HCN2
ENSG00000153208	MERTK
ENSG00000132330	SCLY
ENSG00000127780	OR1E2
ENSG00000148180	GSN
ENSG00000130312	MRPL34
ENSG00000124749	COL21A1
ENSG00000115286	NDUFS7
ENSG00000105383	CD33
ENSG00000196109	ZNF676
ENSG00000187288	CIDEC
ENSG00000186666	BCDIN3D
ENSG00000081051	AFP
ENSG00000072818	ACAP1
ENSG00000187097	ENTPD5
ENSG00000013583	HEBP1
ENSG00000204257	HLA-DMA
ENSG00000184216	IRAK1
ENSG00000166796	LDHC
ENSG00000101438	SLC32A1
ENSG00000140538	NTRK3
ENSG00000115875	SRSF7
ENSG00000031823	RANBP3
ENSG00000174898	CATSPERD
ENSG00000129521	EGLN3
ENSG00000182040	USH1G
ENSG00000167323	STIM1
ENSG00000082684	SEMA5B
ENSG00000175550	DRAP1
ENSG00000172638	EFEMP2
ENSG00000085662	AKR1B1
ENSG00000185627	PSMD13
ENSG00000166851	PLK1
ENSG00000150401	DCUN1D2
ENSG00000050327	ARHGEF5
ENSG00000104043	ATP8B4
ENSG00000164038	SLC9B2
ENSG00000197272	IL27
ENSG00000074964	ARHGEF10L
ENSG00000254772	EEF1G
ENSG00000175970	UNC119B
ENSG00000128294	TPST2
ENSG00000070404	FSTL3
ENSG00000160752	FDPS
ENSG00000111237	VPS29
ENSG00000156575	PRG3
ENSG00000008197	TFAP2D
ENSG00000107758	PPP3CB
ENSG00000213445	SIPA1
ENSG00000105327	BBC3
ENSG00000011132	APBA3
ENSG00000186272	ZNF17
ENSG00000265681	RPL17
ENSG00000148082	SHC3
ENSG00000070018	LRP6
ENSG00000140287	HDC
ENSG00000159082	SYNJ1
ENSG00000197928	ZNF677
ENSG00000070731	ST6GALNAC2
ENSG00000100324	TAB1
ENSG00000144747	TMF1
ENSG00000171680	PLEKHG5
ENSG00000136450	SRSF1
ENSG00000108349	CASC3
ENSG00000147121	KRBOX4
ENSG00000071553	ATP6AP1
ENSG00000184478	OR56A3
ENSG00000167656	LY6D
ENSG00000073969	NSF
ENSG00000006468	ETV1
ENSG00000166349	RAG1
ENSG00000132837	DMGDH
ENSG00000140992	PDPK1
ENSG00000108559	NUP88
ENSG00000160999	SH2B2
ENSG00000186977	KRTAP19-5
ENSG00000143258	USP21
ENSG00000141401	IMPA2
ENSG00000163435	ELF3
ENSG00000169442	CD52
ENSG00000187554	TLR5
ENSG00000148343	MIGA2
ENSG00000197774	EME2
ENSG00000169432	SCN9A
ENSG00000221996	OR52B4
ENSG00000109654	TRIM2
ENSG00000186191	BPIFB4
ENSG00000138640	FAM13A
ENSG00000138316	ADAMTS14
ENSG00000083168	KAT6A
ENSG00000131508	UBE2D2
ENSG00000146809	ASB15
ENSG00000143437	ARNT
ENSG00000113194	FAF2
ENSG00000118640	VAMP8
ENSG00000274211	SOCS7
ENSG00000182580	EPHB3
ENSG00000082397	EPB41L3
ENSG00000170683	OR10A3
ENSG00000174485	DENND4A
ENSG00000206384	COL6A6
ENSG00000196475	GK2
ENSG00000198898	CAPZA2
ENSG00000135766	EGLN1
ENSG00000165572	KBTBD6
ENSG00000171530	TBCA
ENSG00000170345	FOS
ENSG00000182521	TBPL2
ENSG00000107815	TWNK
ENSG00000067829	IDH3G
ENSG00000140307	GTF2A2
ENSG00000100060	MFNG
ENSG00000163291	PAQR3
ENSG00000058272	PPP1R12A
ENSG00000139620	KANSL2
ENSG00000130958	SLC35D2
ENSG00000173157	ADAMTS20
ENSG00000165417	GTF2A1
ENSG00000261456	TUBB8
ENSG00000203837	PNLIPRP3
ENSG00000197249	SERPINA1
ENSG00000185532	PRKG1
ENSG00000204316	MRPL38
ENSG00000231925	TAPBP
ENSG00000116044	NFE2L2
ENSG00000182492	BGN
ENSG00000103381	CPPED1
ENSG00000123360	PDE1B
ENSG00000204267	TAP2
ENSG00000095015	MAP3K1
ENSG00000167994	RAB3IL1
ENSG00000162695	SLC30A7
ENSG00000143473	KCNH1
ENSG00000136881	BAAT
ENSG00000005206	SPPL2B
ENSG00000164815	ORC5
ENSG00000112715	VEGFA
ENSG00000267680	ZNF224
ENSG00000104964	TLE5
ENSG00000083937	CHMP2B
ENSG00000187772	LIN28B
ENSG00000138741	TRPC3
ENSG00000213390	ARHGAP19
ENSG00000135404	CD63
ENSG00000148498	PARD3
ENSG00000168209	DDIT4
ENSG00000038274	MAT2B
ENSG00000113734	BNIP1
ENSG00000176915	ANKLE2
ENSG00000105492	SIGLEC6
ENSG00000214530	STARD10
ENSG00000133773	CCDC59
ENSG00000188157	AGRN
ENSG00000087086	FTL
ENSG00000104907	TRMT1
ENSG00000172572	PDE3A
ENSG00000101017	CD40
ENSG00000100197	CYP2D6
ENSG00000135722	FBXL8
ENSG00000085465	OVGP1
ENSG00000162576	MXRA8
ENSG00000170892	TSEN34
ENSG00000137944	KYAT3
ENSG00000103966	EHD4
ENSG00000164850	GPER1
ENSG00000157368	IL34
ENSG00000127334	DYRK2
ENSG00000143815	LBR
ENSG00000197050	ZNF420
ENSG00000153147	SMARCA5
ENSG00000163510	CWC22
ENSG00000152443	ZNF776
ENSG00000151276	MAGI1
ENSG00000140505	CYP1A2
ENSG00000176547	OR4C3
ENSG00000168003	SLC3A2
ENSG00000125356	NDUFA1
ENSG00000018869	ZNF582
ENSG00000130758	MAP3K10
ENSG00000114923	SLC4A3
ENSG00000103489	XYLT1
ENSG00000157036	EXOG
ENSG00000105662	CRTC1
ENSG00000197579	TOPORS
ENSG00000167978	SRRM2
ENSG00000102362	SYTL4
ENSG00000143862	ARL8A
ENSG00000066654	THUMPD1
ENSG00000163644	PPM1K
ENSG00000120457	KCNJ5
ENSG00000284723	OR8S1
ENSG00000213339	QTRT1
ENSG00000040531	CTNS
ENSG00000044574	HSPA5
ENSG00000175548	ALG10B
ENSG00000108984	MAP2K6
ENSG00000124789	NUP153
ENSG00000062370	ZNF112
ENSG00000170099	SERPINA6
ENSG00000198585	NUDT16
ENSG00000149150	SLC43A1
ENSG00000170381	SEMA3E
ENSG00000181214	OR8G2P
ENSG00000181585	TMIE
ENSG00000172354	GNB2
ENSG00000135333	EPHA7
ENSG00000090376	IRAK3
ENSG00000170485	NPAS2
ENSG00000169255	B3GALNT1
ENSG00000151366	NDUFC2
ENSG00000134873	CLDN10
ENSG00000082458	DLG3
ENSG00000153002	CPB1
ENSG00000165632	TAF3
ENSG00000147862	NFIB
ENSG00000215218	UBE2QL1
ENSG00000176194	CIDEA
ENSG00000108375	RNF43
ENSG00000158006	PAFAH2
ENSG00000155868	MED7
ENSG00000181499	OR6T1
ENSG00000155189	AGPAT5
ENSG00000130150	MOSPD2
ENSG00000102119	EMD
ENSG00000022976	ZNF839
ENSG00000132716	DCAF8
ENSG00000131143	COX4I1
ENSG00000140835	CHST4
ENSG00000145715	RASA1
ENSG00000099797	TECR
ENSG00000127249	ATP13A4
ENSG00000255346	NOX5
ENSG00000184357	H1-5
ENSG00000170923	OR7G2
ENSG00000185924	RTN4RL1
ENSG00000242441	GTF2A1L
ENSG00000157426	AASDH
ENSG00000083845	RPS5
ENSG00000122756	CNTFR
ENSG00000145681	HAPLN1
ENSG00000213973	ZNF99
ENSG00000051341	POLQ
ENSG00000135355	GJA10
ENSG00000101247	NDUFAF5
ENSG00000130313	PGLS
ENSG00000128285	MCHR1
ENSG00000077420	APBB1IP
ENSG00000197329	PELI1
ENSG00000274618	H4C6
ENSG00000118972	FGF23
ENSG00000077009	NMRK2
ENSG00000078070	MCCC1
ENSG00000164867	NOS3
ENSG00000154096	THY1
ENSG00000171944	OR52A5
ENSG00000175766	EIF4E1B
ENSG00000188089	PLA2G4E
ENSG00000101203	COL20A1
ENSG00000079841	RIMS1
ENSG00000145476	CYP4V2
ENSG00000150045	KLRF1
ENSG00000156219	ART3
ENSG00000197951	ZNF71
ENSG00000248871	TNFSF12-TNFSF13
ENSG00000118181	RPS25
ENSG00000133958	UNC79
ENSG00000156299	TIAM1
ENSG00000123892	RAB38
ENSG00000163873	GRIK3
ENSG00000125735	TNFSF14
ENSG00000134690	CDCA8
ENSG00000170525	PFKFB3
ENSG00000137575	SDCBP
ENSG00000145217	SLC26A1
ENSG00000241644	INMT
ENSG00000173198	CYSLTR1
ENSG00000124257	NEURL2
ENSG00000114988	LMAN2L
ENSG00000240382	IGKV1-17
ENSG00000144481	TRPM8
ENSG00000181045	SLC26A11
ENSG00000096696	DSP
ENSG00000115556	PLCD4
ENSG00000142959	BEST4
ENSG00000070371	CLTCL1
ENSG00000114209	PDCD10
ENSG00000166368	OR2D2
ENSG00000137726	FXYD6
ENSG00000147010	SH3KBP1
ENSG00000156738	MS4A1
ENSG00000102978	POLR2C
ENSG00000150551	LYPD1
ENSG00000150540	HNMT
ENSG00000221840	OR4A5
ENSG00000254647	INS
ENSG00000120318	ARAP3
ENSG00000106588	PSMA2
ENSG00000113318	MSH3
ENSG00000204520	MICA
ENSG00000141524	TMC6
ENSG00000158882	TOMM40L
ENSG00000130383	FUT5
ENSG00000163479	SSR2
ENSG00000136939	OR1L4
ENSG00000075336	TIMM21
ENSG00000168477	TNXB
ENSG00000081189	MEF2C
ENSG00000134343	ANO3
