strand	strat	chr	gene_name	gene_id	end	gene_type
+	10163268	1	RNU6-828P	ENSG00000201746	10163374	snRNA
+	10210570	1	KIF1B	ENSG00000054523	10381603	protein_coding
+	10227718	1	AL358013.1	ENSG00000264881	10227803	miRNA
+	10298966	1	RNU6-37P	ENSG00000199562	10299072	snRNA
+	10306465	1	RN7SL731P	ENSG00000264501	10306757	misc_RNA
-	10381906	1	AL139424.3	ENSG00000284735	10387150	lncRNA
+	10395416	1	AL139424.2	ENSG00000284642	10397432	lncRNA
+	10398592	1	PGD	ENSG00000142657	10420511	protein_coding
-	10429881	1	AL139424.1	ENSG00000271989	10430677	lncRNA
+	10430102	1	CENPS-CORT	ENSG00000251503	10452153	protein_coding
+	10430433	1	CENPS	ENSG00000175279	10442808	protein_coding
+	10450031	1	CORT	ENSG00000241563	10451998	protein_coding
-	10456522	1	DFFA	ENSG00000160049	10472529	protein_coding
+	10458555	1	AL354956.1	ENSG00000203469	10459338	lncRNA
+	10472288	1	PEX14	ENSG00000142655	10630758	protein_coding
-	10612222	1	AL139423.2	ENSG00000287727	10616452	lncRNA
+	10616836	1	RN7SL614P	ENSG00000243267	10617115	misc_RNA
-	10636604	1	CASZ1	ENSG00000130940	10796650	protein_coding
+	10639241	1	AL139423.1	ENSG00000272078	10654333	lncRNA
+	10895761	1	HSPE1P24	ENSG00000225158	10895998	processed_pseudogene
-	10946471	1	C1orf127	ENSG00000175262	10982037	protein_coding
-	10990978	1	CFL1P6	ENSG00000215785	10991797	processed_pseudogene
+	11012344	1	TARDBP	ENSG00000120948	11030528	protein_coding
-	11026523	1	MASP2	ENSG00000009724	11047239	protein_coding
-	11054584	1	SRM	ENSG00000116649	11060020	protein_coding
-	11066618	1	EXOSC10	ENSG00000171824	11099869	protein_coding
+	11068471	1	AL109811.1	ENSG00000226849	11073097	lncRNA
+	11099675	1	EXOSC10-AS1	ENSG00000230337	11102100	lncRNA
-	11106535	1	MTOR	ENSG00000198793	11262551	protein_coding
+	11143898	1	MTOR-AS1	ENSG00000225602	11149537	lncRNA
+	11152350	1	RNU6-537P	ENSG00000253086	11152452	snRNA
+	11189355	1	ANGPTL7	ENSG00000171819	11195981	protein_coding
+	11226254	1	RNU6-291P	ENSG00000207451	11226360	snRNA
+	11232963	1	RPL39P6	ENSG00000238173	11233112	processed_pseudogene
+	11273198	1	UBIAD1	ENSG00000120942	11296049	protein_coding
-	11278616	1	UBE2V2P3	ENSG00000238199	11279351	processed_pseudogene
-	11311734	1	AL031291.1	ENSG00000284646	11319093	lncRNA
-	11425257	1	MTCYBP45	ENSG00000224338	11425821	processed_pseudogene
+	11479155	1	DISP3	ENSG00000204624	11537551	protein_coding
-	11500803	1	AL590989.1	ENSG00000285833	11502016	lncRNA
+	11609468	1	LINC01647	ENSG00000235643	11613358	lncRNA
+	11623558	1	AL031731.1	ENSG00000284708	11643416	lncRNA
-	11637018	1	FBXO2	ENSG00000116661	11655785	protein_coding
+	11654375	1	FBXO44	ENSG00000132879	11663327	protein_coding
+	11664200	1	FBXO6	ENSG00000116663	11674354	protein_coding
-	11674480	1	MAD2L2	ENSG00000116670	11691650	protein_coding
+	11691710	1	DRAXIN	ENSG00000162490	11725857	protein_coding
+	11736084	1	AGTRAP	ENSG00000177674	11754802	protein_coding
+	11761787	1	C1orf167	ENSG00000215910	11789585	protein_coding
-	11777077	1	C1orf167-AS1	ENSG00000177553	11779619	lncRNA
-	11785723	1	MTHFR	ENSG00000177000	11806455	protein_coding
+	11806096	1	CLCN6	ENSG00000011021	11848079	protein_coding
+	11843812	1	AL021155.2	ENSG00000276470	11843984	misc_RNA
+	11845549	1	AL021155.3	ENSG00000278852	11845697	misc_RNA
-	11845709	1	NPPA	ENSG00000175206	11848345	protein_coding
+	11847442	1	AL021155.1	ENSG00000275915	11847549	misc_RNA
-	11857464	1	NPPB	ENSG00000120937	11858945	protein_coding
+	11877770	1	SBF1P2	ENSG00000224904	11880406	processed_pseudogene
+	11907940	1	AL021155.4	ENSG00000285646	11914298	lncRNA
+	11908152	1	RNU5E-1	ENSG00000199347	11908271	snRNA
-	11909808	1	RNU5E-4P	ENSG00000201801	11909927	snRNA
-	11919591	1	KIAA2013	ENSG00000116685	11926428	protein_coding
+	11934205	1	PLOD1	ENSG00000083444	11975538	protein_coding
-	11979533	1	AL096840.2	ENSG00000287384	11980127	lncRNA
+	11980181	1	MFN2	ENSG00000116688	12015211	protein_coding
-	12017216	1	AL096840.1	ENSG00000270914	12017308	processed_pseudogene
+	12019466	1	MIIP	ENSG00000116691	12032045	protein_coding
+	12029158	1	MIR6729	ENSG00000276869	12029222	miRNA
-	12036740	1	RN7SL649P	ENSG00000243539	12037014	misc_RNA
+	12063303	1	TNFRSF8	ENSG00000120949	12144207	protein_coding
-	12077881	1	RNU6-777P	ENSG00000201135	12077984	snRNA
-	12080293	1	RPL23AP89	ENSG00000227875	12080547	processed_pseudogene
-	12088441	1	AL357835.1	ENSG00000285604	12092264	lncRNA
+	12166943	1	MIR7846	ENSG00000283789	12167038	miRNA
+	12166991	1	TNFRSF1B	ENSG00000028137	12209228	protein_coding
+	12191713	1	MIR4632	ENSG00000263676	12191773	miRNA
-	12220794	1	RPL10P17	ENSG00000225196	12221109	processed_pseudogene
+	12230030	1	VPS13D	ENSG00000048707	12512047	protein_coding
+	12507246	1	SNORA59A	ENSG00000239149	12507397	snoRNA
+	12527724	1	LINC02766	ENSG00000229484	12528420	lncRNA
-	12567910	1	DHRS3	ENSG00000162496	12618210	protein_coding
-	12569972	1	RNU6ATAC18P	ENSG00000221340	12570072	snRNA
-	12578957	1	MIR6730	ENSG00000276830	12579023	miRNA
-	12618900	1	AC254633.1	ENSG00000272482	12619244	lncRNA
+	12644085	1	AADACL4	ENSG00000204518	12667076	protein_coding
+	12692909	1	AC244670.1	ENSG00000226166	12693020	processed_pseudogene
+	12716110	1	AADACL3	ENSG00000188984	12728760	protein_coding
+	12746200	1	C1orf158	ENSG00000157330	12763699	protein_coding
+	12773738	1	PRAMEF12	ENSG00000116726	12777906	protein_coding
+	12791397	1	PRAMEF1	ENSG00000116721	12796628	protein_coding
-	12822686	1	LINC01784	ENSG00000228338	12823159	lncRNA
-	12824605	1	PRAMEF11	ENSG00000239810	12831410	protein_coding
-	12838125	1	PRAMEF30P	ENSG00000231103	12841357	unprocessed_pseudogene
-	12847377	1	HNRNPCL1	ENSG00000179172	12848720	protein_coding
+	12857086	1	PRAMEF2	ENSG00000120952	12861909	protein_coding
-	12879212	1	PRAMEF4	ENSG00000243073	12886201	protein_coding
-	12892896	1	PRAMEF10	ENSG00000187545	12898270	protein_coding
+	12916610	1	PRAMEF7	ENSG00000204510	12920482	protein_coding
+	12922554	1	RNU6-1072P	ENSG00000207434	12922660	snRNA
+	12926162	1	PRAMEF29P	ENSG00000234064	12928253	unprocessed_pseudogene
-	12938472	1	PRAMEF6	ENSG00000232423	12947580	protein_coding
+	13029339	1	PRAMEF28P	ENSG00000274178	13032130	unprocessed_pseudogene
-	13049476	1	PRAMEF27	ENSG00000274764	13056575	protein_coding
+	13060769	1	HNRNPCL3	ENSG00000277058	13062878	protein_coding
+	13068677	1	PRAMEF25	ENSG00000229571	13077884	protein_coding
-	13095179	1	PRAMEF34P	ENSG00000277862	13097971	unprocessed_pseudogene
-	13104403	1	PRAMEF35P	ENSG00000236179	13105689	unprocessed_pseudogene
-	13115488	1	HNRNPCL2	ENSG00000275774	13116854	protein_coding
+	13128818	1	PRAMEF36P	ENSG00000229978	13131615	transcribed_unprocessed_pseudogene
-	13146981	1	AC245056.1	ENSG00000233336	13147460	lncRNA
-	13148905	1	PRAMEF26	ENSG00000280267	13155961	protein_coding
-	13163914	1	HNRNPCL4	ENSG00000179412	13165631	protein_coding
+	13171848	1	PRAMEF9	ENSG00000204505	13179459	protein_coding
-	13196188	1	PRAMEF13	ENSG00000279169	13201409	protein_coding
-	13222705	1	PRAMEF18	ENSG00000279804	13226106	protein_coding
+	13245863	1	PRAMEF31P	ENSG00000250894	13248652	unprocessed_pseudogene
+	13254212	1	PRAMEF5	ENSG00000270601	13263314	protein_coding
-	13273539	1	PRAMEF32P	ENSG00000231219	13275627	unprocessed_pseudogene
-	13279125	1	RNU6-771P	ENSG00000207511	13279231	snRNA
-	13281035	1	PRAMEF8	ENSG00000182330	13285174	protein_coding
+	13303539	1	PRAMEF33	ENSG00000237700	13308907	protein_coding
+	13315581	1	PRAMEF15	ENSG00000204501	13322598	protein_coding
+	13324039	1	AC243961.1	ENSG00000228229	13324518	lncRNA
-	13341892	1	PRAMEF14	ENSG00000204481	13347134	protein_coding
-	13369067	1	PRAMEF19	ENSG00000204480	13371900	protein_coding
+	13389632	1	PRAMEF17	ENSG00000204479	13392629	protein_coding
+	13416351	1	PRAMEF20	ENSG00000204478	13421328	protein_coding
-	13474973	1	LRRC38	ENSG00000162494	13514003	protein_coding
+	13513220	1	AL354712.1	ENSG00000259961	13516270	lncRNA
+	13555001	1	BRWD1P1	ENSG00000215909	13555694	processed_pseudogene
+	13583465	1	PDPN	ENSG00000162493	13617957	protein_coding
-	13623184	1	RNA5SP41	ENSG00000222952	13623284	rRNA_pseudogene
-	13657311	1	AL359771.1	ENSG00000237445	13659910	lncRNA
-	13696070	1	AL359771.2	ENSG00000253085	13696199	scaRNA
+	13700198	1	PRDM2	ENSG00000116731	13825079	protein_coding
+	13892792	1	KAZN	ENSG00000189337	15118043	protein_coding
-	14124233	1	RNU6-1265P	ENSG00000252151	14124335	snRNA
-	14221887	1	AL357873.1	ENSG00000231606	14304445	lncRNA
-	14338825	1	KAZN-AS1	ENSG00000234593	14419973	lncRNA
-	14692129	1	TBCAP2	ENSG00000235829	14692613	processed_pseudogene
-	14774469	1	AL031293.1	ENSG00000287756	14777727	lncRNA
-	15111815	1	TMEM51-AS1	ENSG00000175147	15153618	lncRNA
+	15152532	1	TMEM51	ENSG00000171729	15220478	protein_coding
-	15164344	1	C1orf195	ENSG00000204464	15171317	lncRNA
-	15191828	1	MFFP1	ENSG00000215720	15192845	processed_pseudogene
+	15226373	1	ZBTB2P1	ENSG00000278480	15227549	processed_pseudogene
+	15247272	1	FHAD1	ENSG00000142621	15400283	protein_coding
-	15326680	1	FHAD1-AS1	ENSG00000233485	15343876	lncRNA
-	15334166	1	AL031283.2	ENSG00000236045	15335464	lncRNA
-	15402979	1	AL031283.1	ENSG00000228140	15409433	lncRNA
+	15409888	1	EFHD2	ENSG00000142634	15430339	protein_coding
+	15438442	1	CTRC	ENSG00000162438	15449242	protein_coding
+	15456728	1	CELA2A	ENSG00000142615	15472091	protein_coding
+	15465909	1	CELA2B	ENSG00000215704	15491395	protein_coding
-	15490832	1	CASP9	ENSG00000132906	15526534	protein_coding
+	15526813	1	DNAJC16	ENSG00000116138	15592379	protein_coding
+	15542165	1	SCARNA21B	ENSG00000251866	15542304	scaRNA
-	15565611	1	AL121992.3	ENSG00000272510	15565956	lncRNA
-	15571699	1	AGMAT	ENSG00000116771	15585051	protein_coding
-	15586136	1	AL121992.1	ENSG00000237301	15603626	lncRNA
+	15604597	1	CHCHD2P6	ENSG00000235084	15605043	processed_pseudogene
-	15608078	1	RNU7-179P	ENSG00000252417	15608145	snRNA
-	15614643	1	CD24P1	ENSG00000236500	15614867	processed_pseudogene
+	15617458	1	DDI2	ENSG00000197312	15669044	protein_coding
+	15659869	1	RSC1A1	ENSG00000215695	15661722	protein_coding
-	15682873	1	AL121992.2	ENSG00000271742	15683128	lncRNA
+	15684320	1	PLEKHM2	ENSG00000116786	15734769	protein_coding
-	15720312	1	AL450998.2	ENSG00000237938	15736896	lncRNA
+	15736258	1	SLC25A34	ENSG00000162461	15741392	protein_coding
-	15740051	1	SLC25A34-AS1	ENSG00000224459	15749896	lncRNA
+	15742499	1	TMEM82	ENSG00000162460	15747982	protein_coding
+	15756607	1	FBLIM1	ENSG00000162458	15786594	protein_coding
+	15792796	1	RPL12P14	ENSG00000224321	15793285	processed_pseudogene
-	15807169	1	UQCRHL	ENSG00000233954	15809348	protein_coding
+	15828232	1	AL450998.1	ENSG00000178715	15828669	processed_pseudogene
-	15834474	1	FLJ37453	ENSG00000179743	15848147	lncRNA
+	15836095	1	SPEN	ENSG00000065526	15940456	protein_coding
-	15917698	1	AL034555.1	ENSG00000270620	15917908	unprocessed_pseudogene
-	15941869	1	ZBTB17	ENSG00000116809	15976132	protein_coding
+	15969632	1	AL355994.4	ENSG00000234607	15970194	processed_pseudogene
+	15988182	1	AL355994.1	ENSG00000231353	15988441	unprocessed_pseudogene
-	15989140	1	AL355994.5	ENSG00000275503	15989375	processed_pseudogene
+	15989871	1	TBC1D3P6	ENSG00000224966	15994751	unprocessed_pseudogene
+	16004236	1	SRARP	ENSG00000183888	16008807	protein_coding
-	16006160	1	AL355994.3	ENSG00000233078	16006671	lncRNA
-	16014028	1	HSPB7	ENSG00000173641	16019594	protein_coding
+	16018875	1	CLCNKA	ENSG00000186510	16034050	protein_coding
-	16035178	1	AL355994.2	ENSG00000232456	16040029	unprocessed_pseudogene
+	16043736	1	CLCNKB	ENSG00000184908	16057308	protein_coding
-	16057769	1	FAM131C	ENSG00000185519	16073651	protein_coding
-	16124337	1	EPHA2	ENSG00000142627	16156069	protein_coding
+	16155211	1	AL451042.2	ENSG00000227959	16157329	lncRNA
+	16159266	1	AL451042.1	ENSG00000224621	16161883	lncRNA
+	16197854	1	ARHGEF19-AS1	ENSG00000234166	16198357	lncRNA
-	16197854	1	ARHGEF19	ENSG00000142632	16212652	protein_coding
-	16215909	1	ANO7L1	ENSG00000237276	16228027	transcribed_unprocessed_pseudogene
-	16228674	1	AL109627.1	ENSG00000288398	16231335	lncRNA
-	16231692	1	CPLANE2	ENSG00000132881	16237183	protein_coding
-	16241213	1	MT1XP1	ENSG00000233929	16241398	processed_pseudogene
-	16246840	1	FBXO42	ENSG00000037637	16352480	protein_coding
+	16352575	1	SZRD1	ENSG00000055070	16398145	protein_coding
-	16369150	1	RPL22P3	ENSG00000226457	16369530	processed_pseudogene
-	16387117	1	SPATA21	ENSG00000187144	16437424	protein_coding
+	16440721	1	NECAP2	ENSG00000157191	16460078	protein_coding
+	16460948	1	LINC01772	ENSG00000226029	16468481	lncRNA
-	16467436	1	CROCCP3	ENSG00000080947	16499257	transcribed_unprocessed_pseudogene
-	16514122	1	RNU1-1	ENSG00000206652	16514285	snRNA
+	16514645	1	AL137802.2	ENSG00000261135	16515754	lncRNA
+	16515034	1	AL137802.3	ENSG00000285853	16521788	lncRNA
+	16520694	1	AL137802.1	ENSG00000224174	16521796	lncRNA
-	16533886	1	LINC01783	ENSG00000233421	16536172	lncRNA
-	16534081	1	RNU1-6P	ENSG00000277344	16534224	snRNA
-	16548651	1	PDE4DIPP8	ENSG00000225710	16552531	unprocessed_pseudogene
-	16562319	1	NBPF1	ENSG00000219481	16613562	protein_coding
+	16617391	1	AL137798.1	ENSG00000271732	16617729	lncRNA
-	16618253	1	CROCCP2	ENSG00000215908	16657232	transcribed_unprocessed_pseudogene
-	16642767	1	AL137798.3	ENSG00000283773	16643109	transcribed_unprocessed_pseudogene
+	16645622	1	MST1P2	ENSG00000186301	16650289	unprocessed_pseudogene
+	16656879	1	AL137798.2	ENSG00000282143	16667524	lncRNA
-	16666785	1	RNU1-3	ENSG00000207513	16666948	snRNA
-	16681097	1	AL021920.2	ENSG00000280114	16688749	unprocessed_pseudogene
-	16685621	1	EIF1AXP1	ENSG00000236698	16686055	processed_pseudogene
-	16687339	1	ESPNP	ENSG00000268869	16720157	transcribed_unprocessed_pseudogene
+	16701546	1	AL021920.1	ENSG00000279151	16705594	lncRNA
-	16739938	1	AL021920.3	ENSG00000282740	16750589	lncRNA
+	16740273	1	CROCC	ENSG00000058453	16972964	protein_coding
+	16740280	1	CROCCP4	ENSG00000227684	16750968	transcribed_unprocessed_pseudogene
+	16740516	1	RNU1-4	ENSG00000207389	16740679	snRNA
-	16754910	1	MST1L	ENSG00000186715	16770237	transcribed_unprocessed_pseudogene
-	16851257	1	BX284668.1	ENSG00000223643	16853129	lncRNA
+	16855407	1	PDE4DIPP9	ENSG00000230239	16859284	unprocessed_pseudogene
-	16858949	1	MIR3675	ENSG00000263811	16859021	miRNA
+	16870945	1	BX284668.2	ENSG00000228549	16883659	lncRNA
+	16873708	1	RNU1-5P	ENSG00000277234	16873851	snRNA
-	16887577	1	BX284668.4	ENSG00000238142	16889706	lncRNA
+	16889095	1	BX284668.3	ENSG00000235241	16889602	processed_pseudogene
+	16895980	1	RNU1-2	ENSG00000207005	16896143	snRNA
-	16904339	1	BX284668.5	ENSG00000272426	16904776	lncRNA
-	16974502	1	MFAP2	ENSG00000117122	16980632	protein_coding
+	16976302	1	AL049569.2	ENSG00000286898	16977792	lncRNA
+	16978926	1	AL049569.1	ENSG00000226526	17005091	lncRNA
-	16985958	1	ATP13A2	ENSG00000159363	17011928	protein_coding
-	17005068	1	AL049569.3	ENSG00000288636	17011757	protein_coding
-	17018722	1	SDHB	ENSG00000117118	17054032	protein_coding
-	17066761	1	PADI2	ENSG00000117115	17119451	protein_coding
+	17189783	1	LINC02783	ENSG00000204362	17197617	lncRNA
-	17193232	1	AL590644.1	ENSG00000282843	17201733	lncRNA
+	17205128	1	PADI1	ENSG00000142623	17246007	protein_coding
+	17249098	1	PADI3	ENSG00000142619	17284233	protein_coding
+	17277889	1	MIR3972	ENSG00000266634	17277975	miRNA
+	17308195	1	PADI4	ENSG00000159339	17364004	protein_coding
+	17372196	1	PADI6	ENSG00000276747	17401699	protein_coding
-	17406760	1	RCC2	ENSG00000179051	17439677	protein_coding
+	17406760	1	RCC2-AS1	ENSG00000227751	17407382	lncRNA
+	17539698	1	ARHGEF10L	ENSG00000074964	17697874	protein_coding
+	17717625	1	LINC02810	ENSG00000236648	17749978	lncRNA
+	17755333	1	ACTL8	ENSG00000117148	17827063	protein_coding
+	18015712	1	AL357509.1	ENSG00000284653	18045612	lncRNA
+	18065657	1	LINC01654	ENSG00000261781	18074412	lncRNA
+	18107798	1	IGSF21	ENSG00000117154	18378483	protein_coding
+	18109389	1	AL365209.1	ENSG00000280222	18115861	TEC
-	18166929	1	IGSF21-AS1	ENSG00000230035	18179346	lncRNA
+	18385829	1	AL591896.1	ENSG00000225387	18388514	lncRNA
+	18480930	1	KLHDC7A	ENSG00000179023	18485974	protein_coding
+	18513118	1	DYNLL1P3	ENSG00000235282	18513383	processed_pseudogene
+	18595414	1	AL031737.1	ENSG00000225478	18595636	processed_pseudogene
+	18630846	1	PAX7	ENSG00000009709	18748866	protein_coding
-	18839599	1	TAS1R2	ENSG00000179002	18859682	protein_coding
-	18871430	1	ALDH4A1	ENSG00000159423	18902724	protein_coding
-	18883202	1	MIR4695	ENSG00000265606	18883275	miRNA
-	18897071	1	MIR1290	ENSG00000221662	18897148	miRNA
-	18904280	1	IFFO2	ENSG00000169991	18956676	protein_coding
-	19072110	1	AL137127.1	ENSG00000272084	19075511	lncRNA
-	19074510	1	UBR4	ENSG00000127481	19210266	protein_coding
+	19210501	1	EMC1-AS1	ENSG00000230424	19240704	lncRNA
-	19215660	1	EMC1	ENSG00000127463	19251527	protein_coding
+	19251805	1	MRTO4	ENSG00000053372	19260128	protein_coding
-	19260521	1	AL035413.2	ENSG00000286064	19262307	unprocessed_pseudogene
-	19265982	1	AKR7L	ENSG00000211454	19274194	polymorphic_pseudogene
-	19282573	1	AKR7A3	ENSG00000162482	19288770	protein_coding
+	19297080	1	AL035413.1	ENSG00000270728	19297903	processed_pseudogene
-	19303965	1	AKR7A2	ENSG00000053371	19312144	protein_coding
-	19305076	1	RNU6-1099P	ENSG00000200403	19305182	snRNA
+	19312326	1	SLC66A1	ENSG00000040487	19329300	protein_coding
-	19338775	1	CAPZB	ENSG00000077549	19485539	protein_coding
+	19424384	1	RN7SL277P	ENSG00000240490	19424671	misc_RNA
+	19484403	1	MICOS10	ENSG00000173436	19629821	protein_coding
+	19510593	1	RNU4-28P	ENSG00000201609	19510733	snRNA
-	19591802	1	AL031727.2	ENSG00000235185	19596832	lncRNA
+	19596979	1	NBL1	ENSG00000158747	19658456	protein_coding
+	19597067	1	MICOS10-NBL1	ENSG00000270136	19656927	protein_coding
+	19608114	1	AL031727.1	ENSG00000226396	19608568	processed_pseudogene
+	19664875	1	HTR6	ENSG00000158748	19680966	protein_coding
-	19682240	1	TMCO4	ENSG00000162542	19799945	protein_coding
-	19814029	1	RNF186	ENSG00000178828	19815283	protein_coding
+	19814367	1	AL391883.1	ENSG00000235434	19819502	lncRNA
+	19882395	1	OTUD3	ENSG00000169914	19912945	protein_coding
-	19920009	1	PLA2G2E	ENSG00000188784	19923617	protein_coding
+	19970969	1	RN7SL304P	ENSG00000242688	19971269	misc_RNA
-	19975431	1	PLA2G2A	ENSG00000188257	19980416	protein_coding
+	20028179	1	PLA2G5	ENSG00000127472	20091911	protein_coding
-	20111939	1	PLA2G2D	ENSG00000117215	20119566	protein_coding
+	20139323	1	PLA2G2F	ENSG00000158786	20150381	protein_coding
+	20154171	1	Z98257.1	ENSG00000227066	20160568	lncRNA
-	20161253	1	PLA2G2C	ENSG00000187980	20186518	protein_coding
+	20186096	1	UBXN10	ENSG00000162543	20196050	protein_coding
+	20243095	1	LINC01757	ENSG00000228105	20244664	lncRNA
+	20272018	1	Z98257.2	ENSG00000284710	20275005	lncRNA
+	20290919	1	VWA5B1	ENSG00000158816	20354894	protein_coding
-	20294211	1	AL020998.1	ENSG00000226664	20323187	lncRNA
-	20360579	1	LINC01141	ENSG00000236963	20431234	lncRNA
-	20412304	1	AL139254.1	ENSG00000226487	20413253	lncRNA
+	20476222	1	AL139254.2	ENSG00000284641	20478937	lncRNA
-	20478779	1	AL139254.3	ENSG00000284743	20480397	lncRNA
-	20482391	1	CAMK2N1	ENSG00000162545	20486210	protein_coding
-	20499448	1	MUL1	ENSG00000090432	20508151	protein_coding
+	20525989	1	RPS4XP4	ENSG00000215520	20526751	processed_pseudogene
+	20552573	1	FAM43B	ENSG00000183114	20555020	protein_coding
+	20589086	1	CDA	ENSG00000158825	20618903	protein_coding
+	20633458	1	PINK1	ENSG00000158828	20651511	protein_coding
+	20633679	1	MIR6084	ENSG00000284005	20633788	miRNA
-	20642657	1	PINK1-AS	ENSG00000117242	20652193	lncRNA
-	20651767	1	DDOST	ENSG00000244038	20661544	protein_coding
-	20664014	1	KIF17	ENSG00000117245	20718017	protein_coding
-	20692734	1	AL663074.2	ENSG00000235432	20694013	unprocessed_pseudogene
-	20719731	1	SH2D5	ENSG00000189410	20732837	protein_coding
+	20732880	1	AL663074.1	ENSG00000233069	20733952	lncRNA
-	20740266	1	HP1BP3	ENSG00000127483	20787323	protein_coding
-	20806292	1	EIF4G3	ENSG00000075151	21176888	protein_coding
+	20841241	1	RNU7-200P	ENSG00000251914	20841302	snRNA
-	20988314	1	MIR1256	ENSG00000221808	20988432	miRNA
-	21003550	1	RPS15AP6	ENSG00000233072	21003934	processed_pseudogene
-	21073639	1	AL627311.1	ENSG00000236073	21073753	processed_pseudogene
+	21161475	1	HSPE1P27	ENSG00000235112	21162081	processed_pseudogene
+	21177054	1	AL031005.2	ENSG00000287192	21178164	lncRNA
-	21217247	1	ECE1	ENSG00000117298	21345572	protein_coding
+	21266082	1	AL031005.1	ENSG00000236936	21267251	lncRNA
+	21293290	1	ECE1-AS1	ENSG00000231105	21299874	lncRNA
+	21397987	1	PPP1R11P1	ENSG00000236216	21398362	processed_pseudogene
-	21411460	1	PDE4DIPP10	ENSG00000228823	21413293	unprocessed_pseudogene
+	21415898	1	AL592309.1	ENSG00000236009	21417492	lncRNA
-	21424625	1	NBPF2P	ENSG00000227001	21427967	unprocessed_pseudogene
+	21428303	1	HS6ST1P1	ENSG00000187952	21429536	processed_pseudogene
+	21434318	1	CROCCP5	ENSG00000186543	21437558	unprocessed_pseudogene
+	21440128	1	NBPF3	ENSG00000142794	21485005	protein_coding
-	21459756	1	PFN1P10	ENSG00000176378	21460082	processed_pseudogene
+	21509397	1	ALPL	ENSG00000162551	21578410	protein_coding
+	21586472	1	LINC02596	ENSG00000233431	21591187	lncRNA
-	21596215	1	RAP1GAP	ENSG00000076864	21669363	protein_coding
-	21678298	1	USP48	ENSG00000090686	21783606	protein_coding
+	21768269	1	AL590103.1	ENSG00000231978	21768575	processed_pseudogene
+	21812265	1	LDLRAD2	ENSG00000187942	21825225	protein_coding
-	21822244	1	HSPG2	ENSG00000142798	21937310	protein_coding
+	21908098	1	AL590556.1	ENSG00000232037	21908580	processed_pseudogene
-	21950679	1	AL590556.2	ENSG00000283234	21956871	transcribed_unitary_pseudogene
+	21977022	1	CELA3B	ENSG00000219073	21998642	protein_coding
+	21983606	1	AL590556.3	ENSG00000285959	22030617	lncRNA
+	21987481	1	RN7SL386P	ENSG00000273610	21987777	misc_RNA
